Paivamaara,Kohdenumero,Kaupunki,Kaupunginosa,Osoite,Kunto,Asumistyyppi,Uudiskohde,Tontin_omistus,Vuokratontin_lunastusosuus,Velaton_hinta,Yhtiovastike,Hoitovastike,Rahoitusvastike,Tontin_vuokravastike,Asuinpinta_ala,Huoneita,Kerros,Korkein_kerros,Parveke,Sauna,Ranta,Rakennusvuosi,Energialuokka,Huoneistojen_lukumaara,Tulevat_remontit,Tehdyt_remontit,Latitude,Longitude,Coordinates,TravelTime
2023-03-02,1341417.0,Vantaa,Leinelä,"Leinelänkaari 1, 01340 Vantaa",Hyvä,Omistus,Ei,Oma,,198000.0,244.85,143.5,101.35,,41.0,2.0,3.0,4.0,Kyllä,Ei,,2021.0,B2018,67.0,-,,60.326074,25.040554,"60.326074, 25.040554",37.0
2023-03-02,17161858.0,Vantaa,Kartanonkoski,"Ylästöntie 16, 01510 Vantaa",Hyvä,,,Oma,,269000.0,202.0,202.0,,,50.5,2.0,3.0,4.0,Kyllä,Kyllä,,2010.0,D2013,,"Vuonna 2023:   Parvekelasitusten määräaikaishuolto. Parveke- ja seinärakenteiden välisten saumojen tarkistus. Leikkihiekan vaihto, turvahiekan lisäys. Räystäslautojen ja vesikaton otsalautojen kunnon tarkistus. Huoneistokohtaisten vesimittarien vaihto. Lintuverkkosuojausten laajentaminen koko kiinteistöön.
Vuonna 2024:   Yleisten tilojen palovaroitinten tarkastus. Räystäslautojen ja vesikaton otsalautojen huoltomaalaukset/uusimiset tarpeen mukaan. Viemärilinjojen ja salaojien painehuuhtelu ja tarvittaessa kuvaus.
Vuonna 2025:   Leikkihiekan vaihto, turvahiekan lisäys. Elementtisaumojen paikkaukset tarpeen mukaan. Märkätilojen kuntokartoitus (laaja).
Vuonna 2026:   D-rapun edessä kulkevan viemäriputken kunnon tarkistus. Yleisten tilojen palovaroitinten tarkastus. Ilmanvaihtokanavien puhdistus ja säätö.","Vuonna 2016:   Pihan perusparannus. Kylpyhuoneiden tarkastus.
Vuonna 2017:   10-vuotisvastuiden piiriin kuuluvia korjauksia.
Vuonna 2018:   PTS laatiminen. Parvekelasien huolto ja korjaus. Ilmanvaihtokanavien puhdistus ja säätö sekä laitekorjaukset.
Vuonna 2019:   Katon korjaukset 10 v. vastuu (SRV). Poistoilmakoneiden korjauksia tarvittavilta osin (puhaltimet, kondensaattorit, laakerit). Radontutkimus. Parvekeovien tarkastuskierros.
Vuonna 2021:   Piha-aitojen, terassirakenteiden ja ilmanvaihtokanavien ulkoverhoiluiden huoltomaalaus. Parveke- ja seivärakenteiden välisten saumojen tarkistus ja huolto samassa yhteydessä elementtisaumojen tarkistuksen kanssa. Elementtisaumojen tarkistus. VSS-tilojen tiiveyskokeet ja materiaalitäydennykset/uusimiset.
Vuonna 2022:   Yleisten tilojen palovaroitinten tarkastus. Autohallin paloturvallisuustarkastus. A ja B rapun terassikaivojen sulanapitokaapeleiden tarkistus ja uusiminen. Sadevesien kattokourujen ja syöksyjen uusiminen A ja B rapun sisäpihan puolelle. Liikennepeilin asentaminen parkkipaikalle. Märkätilojen kartoitus. Lämmönvaihtimen uusiminen.",60.284108,24.965017,"60.284108, 24.965017",43.0
2023-03-02,67382.0,Helsinki,Konepaja,"Teollisuuskatu 30 A, 00520 Helsinki",Hyvä,Omistus,Ei,Valinnainen vuokratontti,,339000.0,630.16,178.0,452.16,,44.5,2.0,1.0,5.0,,,,2018.0,C2013,,"2023-2025 Vuosikorjausten jälkitarkastus
2023-2025 Ilmanvaihtokanavien nuohous ja ilmamäärien säätö
2022-2026 Normaaleja vuosihuoltoja ja -korjauksia
Rakennuttajan vastuulle kuuluvat vuosikorjaukset","Korjaukset tehty
2018 Ulkoalueiden kasvuunlähtötarkastus
(AsKL mukainen tarkastus, osa vuositarkastusta)
2019 Asuntokauppalain mukainen vuositarkastuskokous
Vuositarkastus pidettiin 18.6.2019.
Vuositarkastuksen ennakkotarkastus
Vuositarkastuksen ennakkotarkastus suoritettiin Erika Consultin Oy:n toimesta.
2021 Lukkosuojalevyt
 Asennettu lukkosuojalevyt autohallin porrashuoneen ja UUV-varaston oviin
2021 Autohallin sähköautojen latausvalmiuden rakentaminen
Yhtiökokous 2.9.2020 päätti antaa hallitukselle valtuudet hankkia latausvalmius parkkihalliin yhteishankkeena As.Oy Helsingin
Wilhelm, Werner, Hjalmar, Rafael, Aleksander, Alfred, Ragnar, Valter ja Emil kanssa Maksimissaan 20350 euron budjetilla
(Ilman ARA:n 50% tukea, todellisten kustannusten on arvioitu jäävän tämän alle).
Hankkeesta yhtiölle aiheutuvat kustannukset kohdistetaan autopaikkojen sekä moottoripyöräpaikkojen hallintaan oikeuttaville
osakkeenomistajille yhtiövastikkeen kertoimien mukaisessa suhteessa",60.195374,24.94209,"60.195374, 24.94209",18.0
2023-03-02,1342699.0,Helsinki,Länsi-Pasila,"Pasilan puistotie 4, 00240 Helsinki",Hyvä,Omistus,Ei,Vuokralla,,222000.0,244.85,224.1,20.75,,41.5,1.0,4.0,4.0,Kyllä,Ei,,1983.0,F2013,56.0,"Yhtiössä on suoritettu Raksystemsin kuntoarvio 2019, jonka perusteella tulevia remontteja suunnitellaan/päätetään.","Kaukovalvontakeskuksen uusiminen 1998, pesuhuoneiden kuntoarvio 1999, ala-aulojen maalaus 1999, kylpyhuonekorjauksia 2000, pihan peruskunnostus 2003-2005, ikkunapuitteiden ja parvekeritilöiden maalaus 2004, jätekatoksen korjaus 2004, lämmönsiirrin uusittiin osittain 2005, kiinteistön elementtisaumaus 2005, kiinteistön elementtisaumojen uusinta 2005, vaaka- ja pystyviemäreiden puhdistus 2006, parvekkeiden kuntoarvio 2006, koodilukot ulko-oviin 2007, kuivaushuoneen saneeraus 2007, piha-alueen valaistuksen uusinta 2007, 10 parvekkeen lattian uusiminen 2007, porrasmaalus 2008, vesikaton sadevesikaivojen vaihto 2008, vesikaton,-patteriventtiilien,-linjasulkujen uusiminen 2009, lämmönjakokeskuksen uusiminen 2009, puutarhan ja piha-aitojen parantaminen 2009, kattokorjaus 2009, ikkunoiden ja parvekeovien tiivistys 2010, kuntoarvio 2011, tukimuurin korj.,rikkoutuneiden julkis.tiilien uusiminen 2013,ikk.ulkokarmien ja vesipeltien huoltomaalaus, pergolan ja ikkunoiden kunnostus 2014-15, julkisivun tiilikorj., vesikalustekorj., liiketunnistimella toimivat valaisimet porraskäytäviin 2016, tiilifasardin ja elementtisaum uusiminen, urheiluhierojaop. vesikaton uusinta, videovalvontajärj. kameroiden uusiminen 2018, poistokanavien puhdistus, ulko-ovien maalaus 2019, pihan perusparannustyö, Climatix lämmityksensäätimen asennus, sadevesikaivojen tyhjennys ja pesu, parvekkeiden kuntotutkimus 2020, huippuimurin uusiminen, E-talon katon korjaus, vesikaton kuntotarkastus, pihan perusparannustyö, huippuimurin uusiminen 2021, saunaosaston remontti 2022 ja kerhohuoneen remontti 2023.",60.196643,24.925369,"60.196643, 24.925369",16.0
2023-03-02,21867718.0,Espoo,Niittykumpu,"Niittytaival 9 B, 02200 Espoo",Hyvä,Omistus,Ei,Oma,,279000.0,196.0,196.0,0.0,,49.0,2.0,4.0,5.0,Kyllä,,,2014.0,C2018,50.0,Yhtiön rakennukset ovat valmistuneet vuonna 2014 eikä suurempia kunnostuksia ole tiedossa. Pysäköintihalliin rakennettavan autolatausinfran asentaminen,"TALOYHTIÖSSÄ: 2019 Ilmanvaihtokanavien nuohous 2019 Kylpyhuoneiden lattialämmitysten tarkastus
2020 Patteriverkoston säätötöitä 2020 Parvekelasituksen huolto ja säätö
2020 Maalämmön/kylmän ilmastusventtiilit uusittu 2021 Perusylläpitoon liittyviä korjauksia",60.16942,24.773883,"60.16942, 24.773883",35.0
2023-03-02,21410828.0,Helsinki,Munkkiniemi,"Munkkiniemen puistotie 2 B, 00330 Helsinki",Hyvä,Omistus,Ei,Oma,,338000.0,245.25,245.25,,,48.7,2.0,3.0,6.0,Kyllä,,,1937.0,F2013,46.0,"2022: Käynnistetään sisäpihan rappukäytävän tuuletusparvekkeiden ja ikkunoiden kunnostus. 
2022-2023: Viemärien huuhtelu ja kuvaus. Käyttövesiputkien kuntotutkimus. 
Julkisivujen, runkorakenteiden ja parvekkeiden kuntotutkimus. Ovisummereiden uusiminen tai peruskorjaus (ovikoodilaitteiston vaihtaminen ovipuhelin järjestelmän tilalle). 
2023: Loppujen sähköautojen latauspisteiden asennus. 
2022-2026: Kellarin viemäriputkien uusiminen kuntoselvituksen perusteella. Vesiputkien kannakointien tarkastus ja asuntojen vesikalustekierto. Rappukäytävien kunnostus. 

Hallitus tai isännöitsijä eivät arvioi kunnossapitotarveselvityksen kustannusvaikutuksia etukäteen. Kustannukset arvioidaan vasta sen yhtiökokouksen alla ja siinä yhtiökokouksessa, jossa osakkaat päättävät kunnossapito- ja korjausurakoihin ryhtymisestä. Tarvittaessa osakas voi ennen tätä arvioituttaa kustannuksia valitsemallaan asiantuntijalla.

Ostaja on tutustunut taloyhtiön lähivuosien kunnossapitotarveselvitykseen yhtiökokousta seuraavalle viidelle vuodelle. Kunnossapitotarveselvityksessä mainitut toimenpiteet saattavat aikaistua tai myöhentyä. Myyjä ei vastaa taloyhtiön myöhemmin päättämistä kunnossapitotoimenpiteistä ja niistä aiheutuvista huoneistolle tulevista kustannuksista.","2020: Keittiöremontti, lattiat uusittu ja pinnat maalattu.  TALOYHTIÖSSÄ: 2022: Pihan puolen sisääntulo-ovien kunnostus. Yhden latauspisteen asentaminen (sähkö-/hybridiauto). 
2021: Kuumanveden magneettiventtiilien uusiminen. Kellarikäytävän viemäriputken korjaus. 
2019: Saunatilojen peruskorjaus ja saunan ilmanvaihdon muuttaminen koneelliseksi. Ovien lukituksen uusiminen. 
2017: Panssariverkkoaidan uusiminen. Liikehuoneistojen ovien ja ikkunoiden saneeraus. 
2016: Korkean osan vesikaton uudelleen pinnoitus. Hissien peruskorjaukset. 
2015: B25 huoneiston peruskorjaus. 
2014: Saunan jätevesipumpun uusinta. Tiilikaton puoleisen yläpäätyseinänperuskunnostus. 
2011-2013: Ilmanvaihtokanavien korjaukset. 
2010: Metalliulko-ovien (2) peruskorjaukset. Valvontakamerajärjestelmän asentaminen. 
2009: Pihan uudelleen asfaltointi. 
2007: Patteriventtiilien - jalinjasäätöventtiilien ym. vaihto lämmöntasaus ja säätö. Uuden jätekatoksen rakentaminen. 
2006: Lämmönsiirtimet uusittu. 
2004: Laajakaista/internet liittymä. Julkisivumaalaukset rappauskorjauksineen tehty loppuun. 
2003: Tuuletusparvekkeiden kaiteet uusittu ja em lattia päällystetty. 
2002: Yhtiön matalanosan katto ja vesikourut uusittu. 
2001: Parvekkeet uusittu, osa julkisivuja maalattu. 
1998: Ikkunat uusittu. 
1986-1987: Putkistot ja sähkönousut uusittu. ",60.19637,24.883868,"60.19637, 24.883868",28.0
2023-03-02,20029709.0,Helsinki,Töölö,"Caloniuksenkatu 5 B, 00100 Helsinki",Hyvä,Omistus,Ei,Oma,,344300.0,420.0,168.0,252.0,,40.0,1.0,3.0,6.0,,,,1927.0,E2018 E,70.0,"2022: Tuuletusparvekkeiden saneeraus, hissien saneeraus (pääosin tehty), autohallipaikkojen autojen latausjärjestelyt, korvausilmaventtiilien suodattimien ryhmävaihto (tehty), mahdollisesti saunatilojen toteutussuunnittelun jatkaminen, katon huoltokorjaus
2023: Katon vuosittaiset huoltotarkastukset
2027-2030: Ikkunoiden vuosihuoltokorjaukset
2030: Lämmitysjärjestelmän uusinnan suunnittelu ja toteutus","TALOYHTIÖSSÄ: 1988 Hissit
1990 Huoneistojen ulko-ovet
1993 Kaasuverkosto katkaistu pois käytöstä
1994 Tiilikatto uusittu ja peltikatto kunnostettu
1995 Piha asfaltoitu ja vesieristeet uusittu. Lämpö- ja käyttövesiverkoston säätö- ja sulkuventtiilit uusittu
1996 Porrashuoneet kunnostettu ja maalattu 
1998 Pihajulkisivu ja tuuletusparvekkeet kunnostettu 
2000 Patteriventtiilit uusittu ja lämpöverkosto perussäädetty
2002 Kadunpuolen ikkunoiden huoltomaalaus
2003 Kellaritilojen valaistus uusittu
2005 Katon jalkakouruihin ja syöksytorviin asennettu saattolämmitykset 
2008 Pihajulkisivun osittainen korjaus
 2010 Kaukolämpölaitteet uusittu
2011 Pihavaraston ja autohallin peltikatto maalattu, autotallin ulko-ovi uusittu
2012 Sisäpihan peltikatto maalattu
2016 Lukitus uusittu 
2017 Laaja linjasaneeraus, jonka yhteydessä suoritettiin muita peruskorjauksia: Linjasaneeraus, asuinhuoneistojen ikkunoiden uusiminen, parvekkeiden ovien kunnostaminen, porrashuoneen ikkunoiden kunnostaminen, kadun puolen sisäänkäyntien ovien kunnostaminen, autohallin tekniikan ja lattian korjaus, kellarivarastojen modernisointi ja taloyhtiön huoneiston B 40 keittiön uusiminen.
2021 Korvausilmaventtiilien suodattimien ryhmävaihto, autohallin autopaikkojen latausmahdollisuuuden selvitystyö, kellaritilan muutosjärjestelyjen selvitys (sauna ja vilpolan rakentaminen)
2022 Hissien korjaussuunnittelu ja kilpailutus, tuuletusparvekkeiden korjaussuunnittelu ja kilpailutus. Hissien peruskorjaus (pieniä lopputöitä lukuunottamatta)",60.174038,24.920475,"60.174038, 24.920475",15.0
2023-03-02,1368.0,Espoo,Olari,"Piispanportti 7 A8, 02240 Espoo",Hyvä,Omistus,Kyllä,Oma,,375000.0,456.0,246.0,210.0,0.0,60.0,3.0,2.0,,Kyllä,Ei,,2023.0,B,63.0,,,60.164168,24.732516,"60.164168, 24.732516",37.0
2023-03-02,20473637.0,Espoo,Matinkylä,"Leilankuja 4 B, 02230 Espoo",Hyvä,Omistus,Ei,Oma,,235000.0,381.54,321.75,59.79,,58.5,2.0,1.0,3.0,Kyllä,,,1977.0,D2013,57.0,"Kunnossapidon periaateohjelma vuosille 2023-2026:
-Julkisivujen ja parvekkeiden kunnostus
-Putkiremontin toteutussuunnittelu
-Kylpyhuoneiden peruskorjaus, 2 kpl
-Kylpyhuoneiden kunnostus, 1kpl 
-Julkisivujen kuutiovalaisimien uusiminen, 25 kpl 
-CD- ja EF-talojen saunaosaston löylyhuoneen kunnostus 
-Huoneistojen ulko-ovien uusiminen, 57 kpl 
-Lukituksen uusiminen. 
-Energiatodistuksen uusiminen 
-Jäte- ja sadeveden piha- ja pohjaviemärien painehuuhtelu 
-Ilmanvaihtojärjestelmän puhdistus ja säätö 
-Ikkunoiden korvausilmaventtiilien suodattimien vaihto, 128 kpl
-Paikoitusalueen peruskorjaus
-Putkiremontti
-CD- ja EF-talojen välisten lämpö- ja vesijohtojen uusiminen
-Porrashuoneiden ja kellaritilojen kunnostus
-AB-, CD- ja EF-talojen saunaosastojen peruskorjaus, 3 kpl
-AB-, CD- ja EF-talojen kylmäkellarit
-Pihasuunnitelman laatiminen
-EF-talon kuivaushuoneen kuivaimen uusiminen
-Julkisivujen uusi kuntotutkimus 
Kunnossapidon periaateohjelma vuosille 2027-2031:
- Piha-alueen asvaltointien uusiminen 
- Maanpintojen muotoilu rakennusten vieressä
- Rakennusten alapohjien kunnostus sekä sokkelivierustojen kunnostus 
- Ilmanvaihtojärjestelmän puhdistus ja säätö
- Ikkunoiden korvausilmaventtiilien suodattimien vaihto
- Jäte- ja sadeveden piha- ja pohjaviemärien painehuuhtelu 
- Tiilijulkisivujen uusiminen","2022
Kokonaisvaltainen remontti TALOYHTIÖSSÄ: Ulkoaluerakenteiden, varusteiden ja -kalusteiden korjaukset:
Pihan käyntiportin muutos 2017 
Pihan metallivarusteiden huoltomaalaus, parkkipaikan viivojen maalaus  2019
Ulkopuolisten rakenteiden korjaukset:  
Sisäänkäyntikatosten kunnostus, parvekkeiden ja julkisivujen peruskorjaus, puuikkunoiden ulkopuitteiden huoltomaalaus 2001 
Sisäänkäyntilaattojen uusiminen 2002 
Vesikattojen peltikansien uusiminen, ikkunoiden ulkopuitteiden huoltomaalaus 2009 
Vesikatteiden huoltokunnostus ja kattokaivojen uusiminen 2011 
Vesikatteiden uusiminen 2015 
Ikkunoiden ja parvekeovien uusiminen (puu-alumiini) 2019
Lasitetut parvekkeet (parvekelasit ovat osakkaan vastuulla)
Sisäpuolisten rakenteiden ja kalusteiden korjaukset:
Kompressorihuoneen kunnostus, talo 3  2008 
Kompressorihuoneiden kunnostus, talot 1 ja 2 2009 
Kerhohuoneen maalaus 2017   
AB-talon saunaosaston löylyhuoneen kunnostus, kotihoidon avausjärjestelmä A-porras 2020
Huoneistokorjaukset (As. Oy:lle kuuluvat):
Kylpyhuoneiden lattioiden vedeneristeet ja lattiakaivo 2000-2017, D33 tehty 2017  
LVI-järjestelmiin liittyvät korjaukset: 
Hankittu kondenssikuivaimet AB- ja CD-talojen kuivaushuoneisiin 2005 
Pohjaviemäreiden painehuuhtelu 2006 
Ilmanvaihtojärjestelmän puhdistus ja säätö 2008 
Salaojien painehuuhtelu 2009 
Pohja- ja pihaviemärien painehuuhtelu, ilmanvaihtojärjestelmien puhdistus ja säätö 2013 
A- ja D-portaiden IV-kojeiden uusiminen 2014 
AB- ja CD-talojen välisten lämpö- ja vesijohtojen uusiminen, pohja- ja pihaviemärien painehuuhtelu,
automaattisen ilmanpoistajan asennus lämmitysverkkoon 2015 
C-portaan IV-kojeen uusiminen, vakiopaineventtiilin asennus käyttöveteen 2016 
B-portaan IV-kojeen uusiminen 2017
Jäte- ja sadeveden piha- ja pohjaviemärien painehuuhtelu 2019
E- ja F-portaiden IV-kojeiden uusiminen, ilmanvaihtojärjestelmien puhdistus ja säätö 2020
Vakiopaineventtiilin asennus vesijohtoverkkoon 2021
Sähkö- ja tietojärjestelmiin liittyvät korjaukset: 
Autopaikoitusalueen valaistuksen lisääminen 2002 
Liittyminen DNA Welho-kaapeliverkkoon, sähköisen huoltokirjan hankkiminen 2003 
Hankittu ADSL-tekniikkaan perustuva laajakaistayhteys 2005 
Sähköpääkeskusten huoltokunnostus 2011 
Kaukovalvonnan uusiminen (Ouman) 2015 
Kellaritilojen valaisimien uusiminen liiketunnistinvalaisimiksi 2016 
Porrashuonevalaisimien uusiminen liiketunnistinLEDvalaisimiksi, huoneistokohtaisen laajakaistayhteyden hankkiminen (DNA 10M) 2017
Muut korjaukset ja toimenpiteet:
Pelastussuunnitelman laatiminen 2005 
Energiatodistuksen laatiminen 2008 
Autopaikoitusalueen kunnostuksen selvitys 2012 
Pelastussuunnitelman uusiminen 2013 
10-vuoden energiatodistuksen laatiminen (vanhan lain mukainen) 2013 
Asukaskysely 2015 ja 2020
Maalämpöhankkeen valmistelu, paikoitusalueen peruskorjauksen suunnittelu (aloitus) 2021",60.154142,24.743339,"60.154142, 24.743339",38.0
2023-03-02,1334440.0,Espoo,Olari,"Ylismäenkuja 8 A 45, 02250 Espoo",Uusi,Omistus,Kyllä,Oma,,228650.0,283.59,149.4,134.19,,41.5,2.0,5.0,13.0,Kyllä,Ei,,2023.0,B,111.0,,,60.181528,24.744555,"60.181528, 24.744555",42.0
2023-03-02,66332.0,Espoo,Leppävaara / Vermonniitty,"Kaarlo Sarkian Katu 7 A, 02600 Espoo",Hyvä,Omistus,Ei,Oma,,295000.0,497.02,200.63,,,53.5,3.0,5.0,8.0,Kyllä,Ei,,2020.0,"Energialuokka: B2018, Energiatodistuksen voimassaoloaika: 27.11.2030",,"2022: Vuosikorjaustöiden valvonta
2022-2026: Huoltokirjan mukaiset huoltokunnostustyöt.

Hallitus tai isännöitsijä eivät arvioi kunnossapitotarveselvityksen kustannusvaikutuksia etukäteen. Kustannukset arvioidaan vasta sen yhtiökokouksen alla ja siinä yhtiökokouksessa, jossa osakkaat päättävät kunnossapito- ja korjausurakoihin ryhtymisestä. Tarvittaessa osakas voi ennen tätä arvioituttaa kustannuksia valitsemallaan asiantuntijalla.",2021: Vuositakuukorjauksien reklamointi rakennuttajalle.,60.214735,24.833083,"60.214735, 24.833083",36.0
2023-03-02,20663043.0,Helsinki,Lauttasaari,"Särkiniementie 13 A, 00210 Helsinki",Hyvä,Omistus,Ei,Oma,,257000.0,423.5,147.0,276.5,,35.0,1.0,2.0,7.0,Kyllä,,,1974.0,C2018,70.0,"Kunnossapitotarveselvityksen mukaan 13.06.2022 käsitelty, ks myös kustannusarviot:
2022-2024 Pihan perusparannus, salaojat, sähköautojen lataus
2025 Hissien kunnostus
2027 Maalämpö","TALOYHTIÖSSÄ: Oleellisimmat lueteltu, ks. isännöitsijäntodistus kohta 3.2.2. tarkempaa selostusta varten:
2022 Parvekeovien, ikkunoiden, parvekelasituksia ja seinärakenteet (osittain ARA-avustus)
2021 Linjasaneeraus valmistunut (perintein putkiremontti), taloyhtiön asunto C51 myytiin
2020 Lukitusjärjestelmän uusiminen
2018-2020 Putkiremontin hankesuunnitelma ja toteutussuunnitelma
2017 Pihajulkisivun kunnostus, autotalliovien ja nostolaitteiden asennus
2015 Tonttiviemäreiden sukitus (sade- ja jätevesi), ilmanvaihdon nuohous ja säätö
2014 Parvekeovien kunnostus
2011 Yhtiön omistaman huoneiston C51 remontti
2010 Saunan uusiminen (panelointi ja lauteet)
2009 Pihan asfaltointi
2007 Lämpökeskuksen uusiminen ja porrastilojen ala-aulojen kunnostus
2002 Julkisivu-, ikkuna-, ja vesikattoremontti
1999 Pihasaneeraus",60.151187,24.877988,"60.151187, 24.877988",25.0
2023-03-02,542895.0,Helsinki,Tapanila,"Kuoppatie 4 A A, 00730 Helsinki",Hyvä,Omistus,Ei,Oma,,349000.0,286.7,182.6,31.5,,58.0,2.0,1.0,3.0,Ei,Ei,,2008.0,D2007 ET-luku 159. Viimeinen voimassaolopäivä 11.2.2023,23.0,"Päätetyt: ASUNTO-OSAKEYHTIÖN HELSINGIN JESPERIN HALLITUKSEN KUNNOSSAPITOTARVESELVITYS Vuosille 2022-2026: Ulko-ovien uusiminen 9 + 4 kpl. Ikkunoiden tiivistäminen, osakkaat oma-aloitteisesti. Pihan ja parkkipaikan valaistuksen parantaminen. Huoltomaalaus parvekkeille. Huoltomaalaus julkisivuille. Saunan panelointi ja laudepuiden uusinta. Huoltokorjauksia.

Yhtiökokous 26.08.2020 myönsi hallitukselle valtuudet sopia 20.000 euron luottolimiitistä maksuvalmiuden varmistamiseksi sekä luottoon
tarvittavien panttikirjojen hankkimisesta ja panttaamisesta.

Yhtiökokouksessa 23.5.2022 annettiin hallitukselle valtuudet periä kaksi ylimääräistä hoitovastiketta tai olla perimättä yhtiön taloustilanteen
niin vaatiessa tai salliessa ennen seuraavaa varsinaista yhtiökokousta.

Asunto-osakeyhtiön hallituksen kunnossapitotarveselvitys.
(Päivitetään vuosittain yhtiökokouksessa.)","SUORITETUT PERUSPARANNUKSET JA HUOMATTAVAT KORJAUKSET 
2011 Pihakivetyksen osittainen parantaminen. 
2015 Lattialämmityksen toimilaitteiden ja termostaattien korjaus. 
2016 Ulkoovien ja ikkunoiden kuntoarvio. 
2017 Terassien laudoituksen uusiminen. 
2017 Ikkunoiden kunnostus.
2017 Terassien ja sillan laudoituksen uusiminen. 
2017 Ikkunoiden ja ulko-ovien huolto.
2017 Saunan kiukaan taustan palosuojalevytys. 
2018 Kuntoarvio. 
2018 IV kanavien nuohous. 
2018 Terassien pintakäsittely. 
2018 Salaojien kuvaus. 
2019 Terassien pintakäsittelyn takuukorjaus. 
2019 Salaojien korjaus kiinteistön pohjoispäädyssä. 
2020 Rappukäytävän valaistus LED valoiksi. 
2021 Uusien ulkoovien tilaus 9 + 4 kpl, toteutus 2022.",60.261268,25.020807,"60.261268, 25.020807",31.0
2023-03-02,17116939.0,Helsinki,Alppiharju,"Kalliolanrinne 3 A 32, 00510 Helsinki",Hyvä,Omistus,,Oma,,305000.0,225.0,225.0,,,45.0,2.0,6.0,7.0,,,,1939.0,F2013,,"Viisivuotiskorjaussuunnitelma:
2021 - 2022
Ullakkohanke, sisältäen uuden pesutuvan ja saunan rakennustyön
Julkisivun- ja parvekkeen peruskorjaushanke
Porrashuonesaneeraus
Kiinteistön hormikartoituksen teettäminen

2023 Kosteiden tilojen kuntokartoituksen päivittäminen.
2024 Ei tiedossa olevia korjaustoimia
2025 Ei tiedossa olevia korjaustoimia
2026 Ei tiedossa olevia korjaustoimia","1974 pohjaviemäri
1988 sähköpääkeskus 
1991 hissit 
1994 putkiremontti 
1994 sähkönousut 
1998 julkisivun kunnostus 
2005 patteriventtiilit ja ikkunat 
2014 ullakkorakentamisen rakennuslupa 
2015 ilmanvaihtohormin nuohous 
2015 julkisivun kuntokartoitus 
2015 kylpyhuoneiden kuntotarkastus
2016 porrashuoneiden ulko-ovien uusiminen 
2018 julkisivusaneeraushankkeen suunnittelu 
2020 saattolämmityskaapeleiden uusiminen 

2021-2022 julkisivujen, sekä parvekkeiden peruskorjaushanke ja porrashuonesaneeraus 
2021 - 2022 ullakkorakennushanke ",60.188127,24.947975,"60.188127, 24.947975",17.0
2023-03-02,67198.0,Vantaa,Myyrmäki,"Hakamaankuja 5 B, 01600 Vantaa",,Omistus,Ei,Oma,,224800.0,218.0,218.0,,,54.5,2.0,3.0,4.0,,,,2005.0,"Energialuokka: C2007, Energiatodistuksen voimassaoloaika: 23.02.2023",,,"A-rapun hissin korjaus-09, pystyviemäreiden huuhtelu-13, reklamaatio NCC:lle/suoritetut tarkastukset ja lausunnot, HSSR Oy-15, parvekelasitusten täyshuolto/Lumon Oy-16, IV-poistoilmankanavien puhdistus ja säätötyöt-17, julkisivujen, parvekkeiden ja ikkunapielien elementtisaumausten uusiminen-, lämmitysautomatiikan kunnostus; ventt. säätimet moottori-18, pysäköintihallin kuntotutkimus, Sitowise -20, katolla olevien IV-koteloiden korjaukset-22.",60.264526,24.860953,"60.264526, 24.860953",31.0
2023-03-02,17176164.0,Helsinki,Taka-Töölö,"Topeliuksenkatu 1 A 5, 00260 Helsinki",Hyvä,,,Oma,,325000.0,,170.0,,,41.0,2.0,3.0,8.0,,Ei,,1937.0,,,,,60.179595,24.922825,"60.179595, 24.922825",14.0
2023-03-02,21806562.0,Helsinki,Malmi,"Hela-aukio 3 B, 00700 Helsinki",Hyvä,Omistus,Ei,Oma,,215000.0,189.15,189.15,,,48.5,2.0,4.0,6.0,Kyllä,,,2011.0,C2013,57.0,"Suunnitellut kunnossapito- ja muutostyöt (PTS) 2022-2026: 
2022 PTS-mukaisia huolto- ja kunnostustöitä, 10-vuotiskorjausten viimeistely
2022-2023 puuosien huoltomaalaus, ikkunoiden tiivistys, selvitys kph-lattialämmityksen ajastamisesta
2023-2026 kuntotarkastus, vettä säästävien suihkupäiden asennus, vakiovirtausventtiilien asentaminen. PTS-mukaisia huolto- ja kunnostustöitä. Energiakatselmus. Esiselvitys vaihtoehtoisesta energiamuodoista kaukolämmölle yhteistyössä As Oy Helsingin Kehrän ja As Oy Helsingin Paulan kanssa. 
2025 energiatodistus
2026 esiselvitys etäluettavien huoneistovesimittarien asentamisesta (yhteistyössä As Oy Helsingin Paulan kanssa). Sähköautojen latausinfran rakentaminen (yhteistyössä As Oy Helsingin Kehrän ja Paulan kanssa). ","TALOYHTIÖSSÄ: 2021: uusittu taloyhtiön kaikki palovaroittimet
2021: 10-vuotistarkastus ja YIT takuukorjauksia, PTS-mukaisia huolto- ja kunnostustöitä
2020: Uusittu lämpökeskuksen ohjaimet (YIT) 
2019: PTS tehty / Värttinän kuntoarvio
2017-2018: Parvekkeiden elementtisaumojen kunnostus YIT:n toimesta
2018: Lämpimän käyttöveden vaihdin uusittu
2016: Keittiön hanojen tiivisteiden vaihto takuutyönä
2014: Ajoesteiden asentaminen pihatielle
2012: Vuositarkastus",60.255354,25.019385,"60.255354, 25.019385",30.0
